Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2015,05/16/2015,RACING INCIDENT,Tioga Downs,After Race,Racing,Harness,,Moon Lake,KERIN J. WARNER,THOMAS H. JACKSON,Moon Lake-Tr. Kerin Warner-GC Vet reports blood in nostrils & mouth after race-horse apparently bit its tongue causing blood in mouth and nostrils,Injury
2015,05/17/2015,EQUINE DEATH,Aqueduct Racetrack (NYRA),Main Track-1/8 pole,Training,Thoroughbred,,Mr. O'Leary,DAVID T. JACOBSON,,Mr. O'Leary-Tr. David Jacobson-sustained fx LF leg while breezing-euthanized on track,Equine Death
2015,05/17/2015,FALL OF RIDER,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,,Khaleesi Kat,WILLIAM I. MOTT,JUNIOR R. ALVARADO,Khaleesi Kat-Tr. William Mott-stumbled unseated Rider Junior Alvarado-after Summersault stumbled in front of them-Alvarado sustained black eye-treated and released,
2015,05/19/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/2 mi. pole,Racing,Thoroughbred,,Sunshine Bliss,GERALD JAMES,JAIME RODRIGUEZ,Sunshine Bliss-Tr. Gerald James-pulled up-ambulanced off-suffered injury to LR limb-non-weight bearing overnight-in obvious distress despite treatment-euthanized next day,Equine Death
2015,05/19/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,barn #7-shed row,Other,Thoroughbred,,Sin Banderas,ROBERT A. RAYMOND,,Sin Banderas-Tr. Robert Raymond-backed into wheelbarrow and sustained laceration to LR DDFT & SDFT-euthanized,Equine Death
2015,05/20/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Stall/Barn,Other,Thoroughbred,,Clever King,MICHAEL (ANTHONY) A. FERRARO **,,Clever King-Tr. Michael A. Ferraro-found deceased in stall-being treated for colic,Equine Death
2015,05/21/2015,EQUINE DEATH,Saratoga Racecourse (NYRA),1/8 Pole-Training Track,Training,Thoroughbred,,Zzaj,PATRICIA E. MEADOW,,Zzaj-Tr. Patricia E. Meadow-sustained R tibial fx while breezing-euthanized on track,Equine Death
2015,05/21/2015,FALL OF RIDER,Belmont Park (NYRA),Post Parade,Racing,Thoroughbred,,Natural Order,ROY S. LERMAN,ANGEL CRUZ,Natural Order-Tr.Roy Lerman-unseated rider Angel Cruz in post parade-ran loose to barn area-no injuries reported,
2015,05/21/2015,FALL OF RIDER,Belmont Park (NYRA),Start,Racing,Thoroughbred,,Bytemark,GARY C. CONTESSA,ANGEL CRUZ,Bytemark-Tr. Gary Contessa-clipped heels and stumbled unseating Rider Angel Cruz-investigation continues,
2015,05/21/2015,FALL OF RIDER,Finger Lakes Gaming & Racetrack,Finger Lakes,Racing,Thoroughbred,Clear,Brooklyn Red,DONNA M. BIRETA,JEREMIAS FLORES,Brooklyn Red-Tr. Donna Bireta-stumbled out of gate-unseating rider Jeremias Flores-no Injuries to either horse or rider,
2015,05/24/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Track,Training,Thoroughbred,,Fancy Pancy,MICHAEL S. FERRARO,DEAN J. FRATES,Fancy Pancy-Tr. Michael S. Ferraro-collapsed and died on track after workout-suspected cardio-vascular event,Equine Death
2015,05/24/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,After Race,Racing,Harness,Sunny,Mikey Hanover,MELISSA A. BECKWITH,MARK D. BECKWITH,Mikey Hanover-Tr. Melissa Beckwith-ran poorly-scoped in paddock revealing red  inflammed tissue-3 weeks out from throat surgery-must requalify,Steward's List
2015,05/25/2015,RACING INCIDENT,Tioga Downs,Tioga Downs,Racing,Harness,,Syndil Hanover,BRUCE D. CLARKE,AARON R. BYRON,Syndil Hanover-Tr. Bruce Clarke-hobble broke-outrider intervined and walked horse back to paddock-DNF-no injury to horse or driver,Accident
2015,05/25/2015,RACING INJURY,Belmont Park (NYRA),Finish,Racing,Thoroughbred,83* Clear,Royal Suspicion,JAMES T. RYERSON,KENDRICK CARMOUCHE,Royal Suspicion-Tr. James Ryerson-ambulanced off-slightly off in LF leg-xrays negative-to Hogan Clinic where nothing was found-to be retired,Lameness
2015,05/26/2015,RACING INCIDENT,Finger Lakes Gaming & Racetrack,just before wire,Racing,Thoroughbred,Clear,Distinct Attitude,JOSE A. CABRERA,JOEL SONE,Disinct Attitude-Tr. Jose Cabrera-did not respond to urging-pulled up-walked off track-retired to nice home in Florida,
2015,05/28/2015,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,starting gate/after turn,Racing,Harness,Hot/hazzy,Big Sky Paradise,DENNIS J. WATSON,NICHOLAS K. SURICK,Big Sky Paradise-Tr. Dennis Watson-broke at gate-again after 1st turn-stopped-returned to paddock-vet exam revealed LF tendon severed by rear foot/shoe-after contact & owner approval-decision made to euthanize,Equine Death
2015,05/28/2015,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Post parade,Racing,Harness,Hot/humid,Southwind Ike,DAWN M. DEVAUX,WILLIAM L. PARKER JR,Southwind Ike-Tr. Dawn Devaux-scored down in post parade-pulled up-returned to paddock-vet exam revealed lameness-scratched from race-must requalify,Steward's List
2015,05/29/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,On Track,Training,Thoroughbred,Clear,Icprideicpower,TIMOTHY P. MURPHY,,Icprideicpower-Tr. Tim Murphy-collapsed and died during morning workout-suffering a catastrophic cardiac event,Equine Death
2015,05/29/2015,RACING INJURY,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,82* Clear,Nic N Jr,JANE D. CIBELLI,JOSE LEZCANO,Nic N Jr-Tr. Jane Cibelli-took a bad step-ambulanced off-pulled LF suspensory from sesamoid-out for year-sent to NJ to be stabled (x-ref R0225.15),Injury
2015,05/30/2015,EQUINE DEATH,Belmont Park (NYRA),Unsaddling Area-after finish,Racing,Thoroughbred,,Soul House,GEORGE R. WEAVER,RAJIV C. MARAGH,Soul House-Tr. George Weaver-collapsed after being unsaddled-vet administered medication-horse died-cardiovascular collapse,Equine Death
2015,05/30/2015,RACING INJURY,Belmont Park (NYRA),1/2 pole,Racing,Thoroughbred,83* Clear,Eastern  Rose,CLAUDE (SHUG) R. MCGAUGHEY III,LUIS SAEZ,Eastern Rose-Tr. Shug McGaughey-pulled up-ambulanced off-DNF-sustained crack in RF cannon bone-to Hogan Clinic-to be retired for breeding,
2015,05/30/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),1/8 pole,Racing,Thoroughbred,82* Clear,Philip,JAMES H. ISELIN,ISRAEL O. RODRIGUEZ,Philip-Tr. James Iselin-stumbled switching leads-pulled up-walked off track-no injuries reported-must requalify,
2015,06/02/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Other,Thoroughbred,,Sea Fighter,RAFAEL JOSE ROHENA,,Sea Fighter-Tr. Ralfael J. Rohena-being treated for chronic diarrhea-colitis and subsequently laminitis-grave prognosis-euthanized,Equine Death
2015,06/04/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Stretch,Racing,Thoroughbred,Cloudy/72,Hughes Next,JEREMIAH C. ENGLEHART,JAIME RODRIGUEZ,Hughes Next-Tr. Jeremiah Englehart-fell unseating rider Jaime Rodriguez-horse fx LF leg-euthanized on track-rider to hospital via ambulance and returned to work 6/5/15 without complications,Equine Death
2015,06/05/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Clear,Autumn Estelle,GARY L. LEVINE,WALTER J. HENNESSEY,Autumn Estelle-Tr. Gary Levine-trainer & driver requested vet exam for lameness before race-exam revealed probable quarter crack LF hoof-scratched from race,Lameness
2015,06/06/2015,EQUINE DEATH,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,,Helwan,CHAD C. BROWN,JOSE L. ORTIZ,Helwan-Tr. Chad Brown-pulled up-fx LF leg-euthanized on track-investigation continues,Equine Death
2015,06/06/2015,RACING INCIDENT,Finger Lakes Gaming & Racetrack,before finish,Racing,Thoroughbred,Sunny 60's,Masterkey,JONATHAN B. BUCKLEY,JOEL SONE,Masterkey-Tr. Jonathan Buckley-pulled up before wire-DNF-rider felt horse not responding-no signs of injury or lameness reported,
2015,06/06/2015,RACING INJURY,Finger Lakes Gaming & Racetrack,FLRT,Racing,Thoroughbred,Clear,Alpha J,RONALD R. BREED JR,MICHAEL A. DAVILA JR,Alpha J-Tr. Ronald Breed  Jr.-ambulanced off-fx knee-will not race again-sold as brood mare,
2015,06/06/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,,Effinex,JAMES A. JERKENS,ANGEL S. SAEZ-ARROYO,Effinex-Tr. James Jerkens-extremely wide in  turn-jockey pulled up-DNF-left the track under its own power-horse fine-never missed training,
2015,06/06/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),after finish,Racing,Thoroughbred,,Shook Up,STEVEN M. ASMUSSEN,ROBBY J. ALBARADO,Shook Up-Tr. Steve Asmussen-bumped during race-pulled up-ambulanced off-came out with cut RF leg-to clinic for drain & sutures-must requalify,
2015,06/08/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Barn 19,Other,Thoroughbred,,Canadian Wish,PABLO R. TORRES,,Canadian Wish-Tr. Pablo Torres-severe diarrhea-developed dehydration and endotoxemia due to elevated temperature-humanly euthanized,Equine Death
2015,04/28/2015,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,3/8 pole,Racing,Harness,Clear/warm,Ittakestwobaby,,,Hercules Won-Tr./Driver Richard Harp-unseating Harp when Ittakestwobaby broke causing interference-no injuries to horses or riders reported-Ittakestwobaby must requalify,Steward's List
2015,06/11/2015,RACING INJURY,Belmont Park (NYRA),1/8 pole,Racing,Thoroughbred,88* Cloudy,Pinball,DAVID T. JACOBSON,ANGEL CRUZ,Pinball-Tr. David Jacobson-pulled up-ambulanced off-reinjured LF tendon-horse will be retired,
2015,06/11/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),paddock/test barn,Racing,Thoroughbred,828 Clear,Surfspun,JEREMIAH C. ENGLEHART,RAJIV C. MARAGH,Surfspun-Tr. Jeremiah Englehart-suffered heat exhaustion following race-horse fine from race but only walking for 2 weeks,Steward's List
2015,06/12/2015,RACING INJURY,Vernon Downs,Vernon Downs,Racing,Harness,Rain,Stratus,ALEXANDRA S. SKOWYRA,FERNAND A. PAQUET JR,Stratus-Tr. Berube-DNF-vet exam revealed heart & breathing problems-out of racing-to trainer's farm and pastured out,Injury
2015,06/13/2015,EQUINE DEATH,Belmont Park (NYRA),Stall/Barn,Other,Thoroughbred,,Ghost of Gettysburg,JAMES J. TONER,,Ghost of Gettysburg-Tr. James Toner-severe colic and diarrhea-unresponsive to medical treatment-euthanized,Euthanasia
2015,06/13/2015,FALL OF HORSE,Tioga Downs,Paddock prior to race,Racing,Harness,,Just Call Me Lady,RENALDO MORALES III,,Just Call Me Lady-Designated Trainer Dan Clements-leg and hoof caught up in hobble and fell prior to race-vet present and exam revealed no injuries-okay to race,
2015,06/13/2015,RACING INJURY,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,,Tiz the Moment,JASON SERVIS,IRAD ORTIZ JR,Tiz the Moment-Tr. Jason Servis-ambulanced off-Came out of race with RF bowed tendon-to be retired,Steward's List
2015,06/14/2015,RACING INCIDENT,Tioga Downs,Tioga Downs,Racing,Harness,,Prince Palani,PATRICIA A. HARMON,JAMES MAROHN JR,Prince Palani-Trainer Patti Harmon-Driver Jim Marohn  Jr.-DID NOT FINISH-flat tire on cart,
2015,06/14/2015,STEWARDS/VETS LIST,Tioga Downs,Tioga Downs,Racing,Harness,,The Big Sleazy,ERVIN M. MILLER,JAMES M. MEITTINIS,The Big Sleazy-Trainer Erv Miller-Driver Jim Mittinis-DID NOT FINISH-horse broke-grabbed a shoe-must qualify,Steward's List
2015,06/18/2015,RACING INJURY,Belmont Park (NYRA),Finish,Racing,Thoroughbred,78* Cloudy,CALL FOR THE CLOCK,MICHELLE C. NEVIN,ERIC CANCEL,Call for the Clock-Tr. Michelle Nevin-ambulanced off-strained RF suspensory-to be retired,
2015,06/18/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,,Dariel,ABIGAIL C. ADSIT,ERIC CANCEL,Dariel-Tr. Abigail Adsit-rider off-horse ambulanced off-xrays revealed small chip RF ankle-back in training-must qualify,Steward's List
2015,06/18/2015,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred,Clear/65,Giving Me Fitz,VICTOR L. CARRASCO,JOSE M. RIVERA,Giving Me Fitz-Tr. Victor Carrasco  Jr.-ambulanced off-bruised tendon-giving time off to heal,Steward's List
2015,06/19/2015,FALL OF HORSE,Tioga Downs,during post parade,Racing,Harness,,Mamas Fallen Angel,ERVIN M. MILLER,BRANDON M. SIMPSON,Mamas Fallen Angel-Trainer Erv Miller (not present at track)-Groom in charge Amilcar Pineda-Driver Brandon Simpson-horse flipped on back twice-vet exam revealed no injuries-scratched from race-must requalify,Steward's List
2015,06/20/2015,EQUINE DEATH,Belmont Park (NYRA),1/8 pole,Racing,Thoroughbred,,Animal Kracker,THOMAS M. BUSH,JOSE L. ORTIZ,Animal Kracker-Tr. Thomas Bush-pulled up-rider off-splint applied-ambulanced to barn-vet check revealed fx both RF sesamoids-euthanized,Equine Death
2015,06/22/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Training,Thoroughbred,,coast of carolina,CHARLTON A. BAKER,,Coast of Carolina-Tr. Charlie Baker-fx LF sesamoid-euthanized,Equine Death
2015,06/22/2015,RACING INCIDENT,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred,Clear,Fugedaboudit Sandy,JAMES D. DOUTHALL,JASON A. SIMPSON,Fugedaboudit Sandy-Tr. James Douthall-ambulanced off-retired from racing-in search of home off track,
2015,06/24/2015,FALL OF RIDER,Belmont Park (NYRA),Starting Gate,Racing,Thoroughbred,,On a Snowy Evening,ABIGAIL C. ADSIT,FERNANDO JARA,On A Snowy Evening-Tr.-Abigail Adsit-stumbled out of gate unseating jockey Fernando Jara-horse grabbed quarter RF foot-treated & walked 1 week-back training,
2015,06/26/2015,FALL OF RIDER,Belmont Park (NYRA),Starting Gate,Racing,Thoroughbred,,Spotless,GREGORY J. DIPRIMA,EDUARDO ULLOA,Spotless-Tr. Gregory DiPrima-tight quarters coming out of gate-lost footing unseating Jockey Eduardo Ulloa-horse fine-back training-rider cleared that day,
2015,06/27/2015,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,1/8 pole,Racing,Thoroughbred,Rainy/65,Dreamboat,MICHAEL (ANTHONY) A. FERRARO **,PEDRO A. RODRIGUEZ,Dreamboat-Tr. M. Anthony Ferraro-pulled up-suspected bleeding-horse scoped-no bleeding found-running further tests-must qualify,Steward's List
2015,06/27/2015,STEWARDS/VETS LIST,Tioga Downs,Post Parade,Racing,Harness,,Mikey Wants More,JO ANN L. PERRY,JAMES M. MEITTINIS,Mikey Wants More-Trainer Joann Perry-Driver Jim Meittinis-judges observed lameness during post parade-vet check revealed lameness-scratched from race-must requalify,Steward's List
2015,06/28/2015,EQUINE DEATH,Vernon Downs,At Finish,Racing,Harness,Cloudy,LOOKS R DECEIVING,BRETT L. CRAWFORD,BRETT L. CRAWFORD,Looks R Deceiving-Tr. Brett Crawford-ambulanced off-fx RR leg-euthanized,Equine Death
2015,06/28/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Overcast,Striking Hurricane,RICHARD J. BANCA,BILLY A. DOBSON,Striking Hurricane-Tr. Richard Banca-appeared to have problem with RF leg-vet exam revealed RF ankle area lameness-scratched from race,Lameness
2015,06/29/2015,FALL OF RIDER,Monticello Raceway & Mighty M Gaming,Post Parade/Paddock Ramp,Racing,Harness,Overcast/warm,Automatic,DENNIS ACKERMAN,DENNIS ACKERMAN,Automatic-Tr. Dennis Ackerman-unruly in post parade-driver Dennis Ackerman lost control and was unseated-horse scratched-must requalify,Steward's List
2015,06/30/2015,EQUINE DEATH,Saratoga Racecourse (NYRA),Main Track,Training,Thoroughbred,,Defined,CHAD C. BROWN,,Defined-Tr. Chad Brown-walked back to barn after galloping-xrays revealed fx RF sesamoids-euthanized,Equine Death
2015,07/01/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),Finish,Racing,Thoroughbred,,Slam Chouder,EDWARD J. KENNEALLY,JAVIER J. CASTELLANO,Slam Chowder-Tr. Eddie Kenneally-eased to wire-walked off track-just coming back after lay off and tired-no injuries reported,Steward's List
2015,07/04/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,,bolo,CARLA GAINES,RAFAEL J. BEJARANO,Bolo-Tr. Carla Gaines-pulled up-ambulanced off-given time off-moved to Santa Anita-has not raced since,
2015,07/04/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),Paddock,Racing,Thoroughbred,,Brays Secret,WILLIAM H. TURNER,TAYLOR B. ORTIZ,Brays Secret-Tr. William Turner-got loose and  ran into fence-vet exam revealed no injuries-scratched from race,Steward's List
2015,07/04/2015,STEWARDS/VETS LIST,Tioga Downs,During Warm-up,Racing,Harness,,Yagot Class,TODD D. JOHNSTON,TODD D. JOHNSTON,Yagot Class-OTD Todd Johnston-horse tied up during warmup-scratched from race,Steward's List
2015,07/06/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,5/16th pole,Racing,Thoroughbred,Clear/81,Katmai Unleashed,PABLO R. TORRES,LUIS E. PEREZ,Katmai Unleashed-Tr. Pablo Torres-fx LF sesamoids-euthanized-rider uninjured,Equine Death
2015,07/09/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),Finish,Racing,Thoroughbred,,Baby B,RICHARD E. SCHOSBERG,JOSE L. ORTIZ,Baby B-Tr. Richard Schosberg-eased to wire-walked off track-no longer racing-sold at Keenland Breeding stock sale in November,
2015,07/10/2015,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn/Stall,Other,Thoroughbred,,Start it up,LUIS A. MIRANDA,,Start It Up-Tr. Luis Miranda-laminitis both front feet-euthanzied,Euthanasia
2015,07/10/2015,FALL OF HORSE,Belmont Park (NYRA),1/2 Mile Pole,Racing,Thoroughbred,,Yourcreditisgood,JOSEPH F. ORSENO,RAJIV C. MARAGH,Yourcreditisgood-Tr. Joseph Orseno-fell unseating jockey Rajiv Maragh after clipping heels of Mini Muffin-Rajiv taken to hospital-out indefinitely with injuries-horse walked off track-no injury reported,Accident
2015,07/10/2015,FALL OF RIDER,Belmont Park (NYRA),Start,Racing,Thoroughbred,,Uncle Chester,LEAH A. GYARMATI,IRAD ORTIZ JR,Uncle Chester-Tr. Lea Gyarmati-rider Irad Ortiz  Jr. unseated at the start-taken to hospital for possible arm injury-no injury reported to horse-Jockey returned to riding 7/17/15,
2015,07/10/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,,Identity Crisis,CARLOS F. MARTIN,MANUEL FRANCO,Identity Crisis-Tr. Carlos Martin-ambulanced off-Fx sesamoid-time off to heal-retired,
2015,07/10/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,,Racing,Harness,Clear 80 degrees,Ruby Red Morning,MARY A. GAST,,Ruby Red Morning-Tr. Mary Gast-State Vet observed lameness of LF leg -scratched from race,
2015,07/10/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,,Racing,Harness,Clear- 80 degrees,Wanda's Rockin,TROND SMEDSHAMMER,,Wanda's Rockin-Tr. Trond Smedshammer-State Vet scratched from race due to cut on LF leg,Steward's List
2015,07/10/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Warm-up,Racing,Harness,,Queen of Darkness,EDWARD J. HART *,,Queen of Darkness-Tr. Edward Hart-State Vet observed mild lameness in LR leg during warm-up-scratched from race,Steward's List
2015,07/11/2015,EQUINE DEATH,Belmont Park (NYRA),Barn Area,Racing,Thoroughbred,,Lord Cashel,MARC (JOE) J. SHARP,MANUEL FRANCO,Lord Cashel-Tr. Joe Sharp-xrays showed fx RF leg-xrays sent to surgeon with poor prognosis-euthanized,Equine Death
2015,07/11/2015,EQUINE DEATH,Tioga Downs,Tioga Downs,Other,Harness,,Vroom Hanover,DAVID F. MCGINNIS,,Vroom Hanover-Tr. David McGinnis-euthanized by vet Dr. Michelle MacDougall due to illness,Euthanasia
2015,07/11/2015,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,1/8 pole,Racing,Thoroughbred,Clear,Coalition,CHRISTOPHER J. ENGLEHART,JOHN R. DAVILA,Coalition-Tr. Chris Englehart-pulled up-DNF-walked off track-vet exam revealed no injuries-must qualify,Steward's List
2015,07/11/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,,Racing,Harness,Clear  82 degrees,Artist Point,JOHN C. PODRES,JAMES J. DEVAUX,Artist Point-Tr. John Podres-DNF-Lame-must requalify,Steward's List
2015,07/12/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),After finish,Racing,Thoroughbred,88* Cloudy,Downton Alley,LEAH A. GYARMATI,TAYLOR B. ORTIZ,Downton Alley-Tr. Lea Gyamati-low suspensory tear-sent to farm-to be retired,Steward's List
2015,07/13/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Training,Thoroughbred,,Leverage,CHRISTOPHER J. ENGLEHART,JOHN R. DAVILA,Leverage-Tr. Christopher Englehart-fx RF cannon bone while training-euthanized on track,Equine Death
2015,07/15/2015,EQUINE DEATH,Belmont Park (NYRA),,Training,Thoroughbred,,Miss Luckey Lauren,BRUCE R. BROWN,,Miss Lucky Lauren-Tr. Bruce Brown-sustained fx L shoulder galloping-euthanized,Equine Death
2015,07/15/2015,FALL OF RIDER,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,,Blacktype,CHRISTOPHE M. CLEMENT,JUNIOR R. ALVARADO,Blacktype-Tr. Christophe Clement-stumbled after finish unseating  jockey Junior Alvarado-Alvarado taken off track by ambulance-Alvarado returned to race next day-no injury to horse reported,
2015,07/16/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred,,RETAKING,LUIS A. GUTIERREZ *,GUILLERMO RODRIGUEZ,Retaking-Tr. Luis Gutirerrez-fracture LF Ankle-euthanized,Equine Death
